,pred,raw
2832,3,6
10708,5,1
27455,7,1
30712,8,8
58100,8,8
32090,6,6
19299,8,8
424,3,1
12032,8,8
37743,1,1
44216,1,1
12231,1,1
39458,4,1
15390,8,8
25492,1,1
40003,4,7
26568,7,7
27164,8,6
23166,4,6
47833,7,7
55246,7,7
50873,8,8
9209,7,8
26969,7,1
21436,8,8
42196,8,8
15180,7,8
54274,2,5
48841,1,1
52662,8,8
37246,8,8
52437,3,1
6559,1,1
47455,8,8
15407,7,1
57763,4,5
36123,4,7
12471,7,8
53579,1,1
13233,5,1
11398,7,8
3786,1,1
28925,8,2
24764,4,1
43947,3,1
47265,8,2
5449,3,6
15022,8,8
6553,7,4
13687,4,5
50619,7,6
26067,6,6
59080,8,8
56268,7,8
22137,7,2
20113,5,1
21872,8,8
50594,4,1
51446,3,1
2419,7,5
17320,8,8
22805,1,2
50438,8,8
57858,8,8
7749,5,2
45984,5,7
29206,5,2
43616,6,2
48592,3,5
20260,5,7
51796,1,1
33355,6,6
37640,7,6
41384,8,8
26223,8,8
32902,3,2
43767,2,2
3016,4,2
32715,7,6
49378,8,8
25014,2,6
21936,7,8
6386,8,8
25736,8,8
20333,6,8
34744,4,1
2169,5,6
50440,8,1
26985,8,8
16385,4,5
17048,7,8
35653,8,8
41338,8,8
17593,8,4
15834,8,6
54229,8,8
16336,6,6
36877,3,2
26786,1,5
43638,2,2
29299,7,8
46560,3,7
51426,8,8
35069,8,8
52232,6,6
2220,8,8
6651,8,7
56899,8,5
3234,6,6
16545,8,3
51997,7,8
6999,2,2
34879,5,6
29995,1,2
27542,8,8
4782,8,8
41230,8,8
26432,8,8
47231,8,7
2124,3,7
41437,1,1
12101,6,6
54073,8,8
39199,8,8
50089,7,8
44803,8,2
10083,8,8
33166,2,4
19975,6,7
32842,8,8
23067,7,8
45235,6,8
3395,8,8
4199,4,1
25113,8,8
29369,8,8
35398,5,8
166,1,6
23136,8,8
20883,4,8
11829,2,8
58450,7,8
14572,8,8
19535,6,1
50723,6,7
55743,8,1
25498,4,5
20750,1,3
27284,6,6
10123,7,7
30640,5,5
31891,1,2
48060,8,7
56632,5,5
55900,1,2
45803,6,6
41580,3,1
46855,8,8
58229,7,7
17245,3,6
44271,8,8
47760,4,7
23914,7,8
24825,8,8
9154,8,8
208,5,1
54759,6,8
40809,6,6
30481,8,8
49116,4,5
26677,6,6
6051,5,7
8864,8,5
38160,7,8
44734,7,7
35507,1,3
52350,3,1
30405,1,2
54387,7,6
3156,7,8
18798,5,1
12477,1,1
43366,3,2
21801,8,8
56038,6,7
41931,4,6
26361,8,7
42881,8,8
20939,1,1
40363,2,1
46037,7,2
44473,8,8
14113,8,8
15779,5,2
16337,6,6
7289,8,8
51671,5,6
43139,7,8
8807,8,8
17433,8,8
49662,8,8
18968,6,1
49406,2,6
44345,8,8
29158,2,4
9884,2,6
21191,8,8
56868,2,5
9149,1,1
3140,5,8
28174,6,2
53635,3,6
27440,6,1
51752,7,6
55720,5,1
17498,8,8
24634,8,8
46675,5,7
3900,6,2
9455,8,8
55581,6,6
37112,7,8
38125,6,2
37668,6,6
11254,8,8
52093,4,1
56485,8,7
54799,8,8
4134,7,6
32640,8,8
28894,8,8
6016,3,5
47442,4,6
14678,6,7
52179,5,2
6347,7,8
36665,7,8
7402,7,8
46220,8,7
51434,2,3
47752,5,6
55076,4,6
54755,6,7
2097,4,5
14695,8,6
55563,7,4
41947,1,2
12646,1,3
35446,5,8
44000,6,6
19276,2,5
52383,7,7
27967,6,1
4054,6,6
57811,7,7
38082,5,6
28544,8,8
3230,3,5
42650,5,6
44341,8,8
31207,1,2
46968,6,1
48103,7,6
52271,5,7
19063,1,2
4094,8,8
40210,8,7
52876,4,2
46017,5,1
12148,8,2
44816,5,7
27566,8,8
5029,4,6
25465,3,3
58194,2,1
34119,8,8
47791,1,2
28160,8,8
30997,1,1
23546,5,8
29039,8,8
18502,5,6
39010,5,7
52025,7,7
56399,8,8
35595,8,8
51337,5,8
44978,3,1
53665,1,1
5233,2,6
26300,7,5
33771,7,8
3771,5,5
621,7,7
11269,7,8
10945,8,2
36521,1,2
1442,8,8
27891,5,2
27143,8,8
26134,8,8
6230,5,6
54309,8,8
45935,1,2
30048,1,1
2895,5,5
14382,8,8
33881,8,8
35884,8,8
319,4,5
43542,5,7
24548,1,2
7731,5,5
43881,6,1
4339,7,5
39426,8,8
20513,5,8
20346,3,2
51985,6,7
13310,6,1
43682,6,7
36036,3,4
14587,6,7
10291,1,1
50987,8,8
7059,3,2
17321,3,2
55472,6,8
26022,7,2
27943,8,7
18450,1,3
30366,4,2
25905,8,8
35318,7,2
2396,5,7
38163,7,6
7685,2,6
30590,3,6
40548,5,2
35147,5,5
44344,1,1
58630,6,6
57908,1,3
23512,8,8
30157,7,8
17163,8,7
13294,5,1
24213,5,2
50536,3,5
19742,5,2
50905,6,6
58860,1,5
55529,5,1
26777,8,8
14933,4,6
2973,8,7
31760,4,5
10157,2,3
38065,1,2
37993,4,5
50613,6,6
12651,5,5
51256,5,8
51847,8,8
26616,8,8
23205,5,2
51724,7,6
17221,8,8
45113,1,4
20119,8,7
23518,8,8
25651,5,7
22279,6,1
33589,8,5
47588,8,8
40226,6,8
48685,6,6
13618,8,8
4084,8,2
31047,8,8
55596,6,1
30587,8,8
42185,8,8
27719,8,6
13202,5,1
41980,1,1
28216,7,7
53431,1,2
23728,1,2
53781,1,2
43705,1,2
18616,2,2
32055,6,6
30966,2,1
12709,8,8
56626,1,5
41291,1,5
20586,2,5
30558,5,6
51710,8,8
11227,4,7
3600,6,6
15251,6,6
45352,6,6
16753,5,6
51835,7,6
28644,8,7
14349,7,7
36743,8,7
28836,4,5
9739,8,6
45158,2,4
21862,5,7
33134,7,8
43278,6,3
5708,7,8
58005,8,8
3992,8,8
27611,6,6
41179,3,1
46318,4,2
10831,8,8
14554,1,1
57753,7,2
35431,8,8
58364,7,7
17203,8,8
7460,6,6
7020,1,4
10944,8,8
25996,6,8
42720,8,8
26889,7,8
5058,2,1
32306,7,1
58216,8,8
46300,4,5
15050,5,3
54024,8,8
27801,7,6
53669,6,6
4857,8,8
25184,1,1
39470,3,1
9547,5,7
42992,4,5
41484,1,1
24514,8,8
18115,6,1
4343,8,8
14507,1,5
690,6,6
21231,7,8
40731,6,7
21337,8,8
51310,8,8
37741,8,8
48127,8,8
5435,7,4
13754,5,7
13720,4,5
12475,2,6
20103,8,7
9933,5,1
13134,8,8
56555,2,6
33567,2,3
10087,2,2
2511,8,7
20053,8,8
17826,5,5
49682,7,6
2155,8,8
39906,6,8
40699,7,7
41844,4,5
55128,6,6
44181,5,5
23680,4,7
23662,8,8
10089,6,8
12347,8,4
7298,6,8
39150,8,2
19015,8,8
322,5,6
19476,2,6
51673,7,6
3528,2,6
426,6,6
34848,4,1
20791,7,6
33666,8,8
22544,7,8
57229,6,6
5820,3,5
33338,1,1
59156,8,8
41939,8,8
28041,6,6
45981,6,6
8622,8,7
50654,6,7
5557,4,5
58043,4,4
6482,1,1
1074,8,8
28726,8,8
32004,6,2
19815,8,8
42303,3,6
54016,1,2
50170,4,6
41862,8,6
58548,6,5
13457,5,2
4109,7,8
56887,8,7
21774,5,5
57240,6,7
19964,8,1
4497,7,7
41936,5,8
56777,8,8
13676,8,8
3997,6,2
34862,5,1
56953,8,8
48970,6,5
31218,2,1
50221,8,8
41339,6,7
24,5,6
28088,8,8
11774,8,7
29748,7,8
11306,8,6
35106,5,2
46886,6,2
55617,8,8
32117,7,6
48882,7,7
7275,5,2
57217,5,6
44666,3,5
12505,3,5
30282,1,4
27597,8,4
24409,7,8
19215,7,4
24654,8,8
27499,8,1
50348,8,6
54079,8,7
17315,6,6
24602,6,7
1322,6,7
26353,5,5
33360,1,3
3656,2,1
7702,8,7
39311,7,8
29989,3,6
22102,3,6
26918,7,8
31092,8,8
24149,1,6
3597,6,7
38926,1,6
54147,2,7
52600,2,2
32187,7,8
14350,8,8
1917,8,8
22454,2,2
47204,8,8
26938,6,5
17554,6,6
38645,2,2
28826,2,2
21178,3,5
10637,2,7
29387,8,6
36504,6,6
20707,6,7
19395,6,7
58022,7,1
427,5,1
51876,8,8
9961,6,8
36518,3,6
42358,8,7
43055,5,2
30010,8,8
20360,8,7
40033,1,1
5377,5,8
41606,8,8
28491,8,8
27790,8,6
28496,4,7
17287,8,8
16034,2,1
36825,8,8
58756,5,7
25988,5,1
24519,5,2
33515,8,8
52888,6,7
12556,6,6
8763,5,2
33594,8,8
37677,7,8
53926,2,1
22703,8,8
4991,8,8
32964,8,2
44621,7,7
31545,8,8
1276,8,7
25358,3,5
3049,6,8
23075,8,8
57379,7,6
32695,6,7
38627,2,2
25704,8,8
27574,8,8
12771,8,8
57593,8,8
12250,5,2
46710,1,1
12705,4,6
30502,5,1
9435,4,4
58709,6,6
9247,8,7
36047,5,8
7441,6,8
55340,6,7
23210,8,8
18782,1,1
38056,7,6
24875,8,8
30259,5,6
21420,8,8
55523,5,7
8568,6,8
8681,5,5
11299,5,6
1737,8,8
56840,8,8
21617,6,7
8837,6,7
21456,8,7
38345,8,8
14071,6,8
10647,3,1
43591,6,2
12994,6,1
58966,8,8
36800,7,7
48573,1,2
13254,7,7
48470,7,8
11123,8,7
5429,6,6
34382,7,8
22508,8,8
20286,6,1
39053,3,5
10629,2,7
56641,7,8
43804,7,8
55977,7,6
55574,7,6
50513,6,6
10946,7,6
41365,5,6
37764,7,8
50737,4,6
7716,8,5
57027,8,8
45917,8,8
32333,4,5
55616,7,7
28849,5,6
24607,8,8
57314,8,8
24039,2,4
8714,6,8
51623,3,5
45994,8,8
16182,4,6
16645,8,8
40552,3,4
16213,8,8
37173,8,8
35293,6,8
31145,1,2
2850,7,8
35585,6,5
37301,7,8
56007,6,6
5013,5,6
12108,4,1
9078,7,8
1916,8,8
47617,7,5
48432,5,2
25847,8,8
33632,8,8
23405,3,1
27269,8,8
19360,5,6
30364,1,1
58094,8,8
58679,7,2
34960,8,7
28500,6,1
22200,4,1
21255,8,7
47546,8,8
37786,8,8
37768,7,6
48554,2,7
57855,4,6
5739,8,7
51178,8,8
36705,1,2
49906,3,6
11656,8,8
40428,4,2
28117,7,6
46725,8,8
35313,4,5
56769,8,8
45537,1,2
18320,8,8
10362,6,7
595,4,2
51258,8,8
17856,5,6
42140,2,1
46830,3,5
37049,8,6
48269,5,7
20362,7,8
45428,5,8
50656,8,8
4061,8,8
38750,8,7
43074,6,1
53936,5,6
42294,7,8
22515,8,8
14857,5,1
53958,6,6
8309,5,1
10152,8,8
24416,1,2
48438,6,1
10440,1,6
20342,8,8
47556,1,5
40576,8,8
339,3,4
18272,6,7
24930,8,8
16136,8,8
28344,7,8
33591,8,8
55036,1,1
23753,7,2
36327,6,6
33235,8,2
57470,8,8
7655,7,8
15369,3,1
53541,7,7
7083,8,8
55210,1,1
14200,8,8
3116,5,1
57602,8,8
30041,6,7
57846,6,8
37076,1,2
12857,8,8
48352,2,3
21604,3,2
7502,6,6
54777,8,8
48907,6,6
26232,7,8
33116,7,8
41070,7,8
57471,8,8
37458,3,2
52902,3,6
14948,7,6
40776,8,8
31781,6,6
54548,2,5
30018,7,8
32151,6,2
31509,4,1
38790,6,2
49337,8,8
55160,1,1
23875,6,7
55161,8,8
48806,8,8
8343,7,8
11165,7,8
737,8,8
55663,4,6
9285,8,2
17301,3,3
44090,5,6
15677,1,3
23984,1,2
43650,8,8
32528,2,3
14006,8,8
16201,5,6
33819,8,8
50487,7,7
7459,3,6
36537,7,7
19212,4,5
53837,6,6
30847,6,6
33876,7,7
13240,4,6
37934,6,7
8163,3,5
18155,6,2
31735,7,7
9188,8,1
31678,7,8
14967,7,7
45498,7,8
43177,8,8
14901,8,8
5134,5,5
35305,8,8
37604,7,6
46257,4,6
30168,8,8
3488,7,7
46183,7,8
30770,8,8
21887,7,7
47955,8,8
31691,6,8
49483,8,8
46333,2,2
18818,7,6
50615,8,8
15179,1,1
17039,5,6
4891,5,6
27785,2,3
23290,7,6
27974,4,1
26195,7,7
36255,1,1
14216,4,7
23045,8,8
58832,5,6
9453,8,8
57484,7,6
4320,3,5
19342,8,8
26372,8,8
13871,3,6
41910,5,8
14574,8,8
31451,4,5
4180,5,6
20030,8,8
33512,7,7
10653,1,1
47415,3,2
41603,6,1
11701,8,8
16737,5,6
20031,6,6
41237,1,1
34656,2,1
39316,1,6
27623,7,2
9461,7,7
24100,6,2
3816,3,5
28891,3,5
45513,5,6
11251,8,8
26172,1,2
23449,8,8
35528,8,6
33380,5,5
11216,4,6
50021,8,8
33937,8,7
3008,2,5
46391,8,8
41057,3,4
37360,8,8
31652,4,2
26591,8,8
37832,5,5
47258,4,8
12208,1,1
24568,7,6
54293,6,6
10205,8,8
26283,6,5
37520,5,6
7896,7,1
25945,8,8
30557,8,2
13807,3,6
23557,8,8
31971,7,6
30514,5,2
54027,8,8
14089,6,1
49062,6,6
1433,8,8
9235,6,6
4250,6,7
44403,7,8
39650,8,6
57955,8,8
31520,8,7
45004,6,8
50895,8,8
24492,6,6
21990,6,6
4772,4,5
31406,7,6
4475,8,8
22400,5,6
28120,6,7
31310,7,8
1003,1,2
11244,5,6
45823,6,6
1610,6,7
6784,8,8
5424,2,6
54541,3,2
40321,8,8
34453,8,6
38290,6,1
55757,6,7
46525,8,8
44799,5,6
42252,8,8
8834,2,1
38545,8,8
10282,7,8
55335,7,8
23016,1,3
17080,8,8
32196,7,6
20968,7,6
19738,4,2
54730,1,1
54682,5,2
56186,8,8
57827,8,7
3066,6,6
41550,8,8
51140,6,8
35964,3,5
43440,8,8
19717,8,8
32635,6,6
37899,8,8
32028,3,5
54372,2,2
32118,7,7
338,6,2
37728,2,5
36303,8,8
20920,1,1
34399,3,6
821,8,8
14956,5,2
48266,8,8
43425,1,2
6205,7,8
2655,8,8
19228,8,7
42629,8,1
56622,5,6
41010,7,8
59067,8,7
34499,3,6
19112,4,5
39859,8,1
24330,2,1
4955,8,8
32745,8,7
11430,4,1
53012,7,8
7181,8,8
32587,8,7
11358,5,5
55281,1,7
22749,8,8
51429,8,8
35609,5,5
45596,8,8
56285,8,8
46923,1,1
13735,6,7
13511,7,1
13473,8,8
8026,8,8
53588,1,1
2871,5,6
18357,5,2
33869,6,7
57851,5,6
24424,6,6
47010,8,1
50479,2,6
22257,8,8
4318,8,7
12282,5,6
51640,7,8
550,8,8
13063,7,1
46754,8,8
28995,7,6
24811,6,5
34062,2,1
53328,8,8
46900,7,7
55507,8,8
16924,8,8
34981,3,4
26396,8,8
16901,7,6
30285,8,8
18346,5,6
55487,8,8
53048,5,6
3359,1,2
8047,8,8
16242,8,7
6183,6,2
44458,8,6
19760,1,2
20280,5,6
6755,7,8
30580,3,2
31141,5,6
17366,8,8
37019,4,1
35472,8,7
54494,8,8
53803,1,1
25798,6,1
50144,6,8
39967,2,4
42955,8,7
57626,5,2
32881,4,5
40819,1,1
1536,8,8
14991,6,6
40338,8,6
23028,6,8
11915,4,5
39067,2,6
47130,2,5
14983,8,8
38461,6,6
49819,6,7
45971,5,8
42194,4,2
53784,3,6
23137,3,7
46035,8,8
58433,3,2
55797,2,2
48134,2,5
37239,6,6
2340,7,5
7103,6,6
22239,8,8
26331,2,1
11193,7,7
12357,4,5
21087,7,8
55956,8,7
47634,5,6
1984,8,8
27751,1,2
39369,6,6
927,8,8
30761,7,6
51590,3,5
48355,5,1
4861,8,8
49644,7,8
27780,8,8
54045,1,1
30957,1,6
9000,8,7
9284,6,7
27297,8,8
16564,7,8
18712,3,2
25029,1,2
3979,6,7
56918,6,6
54310,8,8
47986,3,6
32548,4,5
17937,4,7
27381,5,6
9841,8,8
32408,8,8
24704,3,6
41529,2,4
2715,7,7
1934,8,8
8264,3,3
25442,3,1
57601,6,7
55635,1,2
2567,2,1
39186,6,8
43244,4,7
15182,2,2
44601,8,8
14451,5,5
16553,5,6
30012,4,7
26900,8,8
46967,7,2
42971,7,6
12043,2,1
27213,5,6
44424,2,4
52839,2,6
44315,8,8
19492,6,1
49190,5,5
36870,5,2
16731,5,7
26365,4,7
59193,6,8
50023,6,6
36015,7,6
47896,7,7
28061,8,8
28255,8,8
48613,3,1
32921,3,1
23729,2,7
26002,6,7
42730,4,1
19518,4,1
58613,8,8
36227,6,6
19672,8,8
19183,7,8
2839,8,8
48506,8,8
18186,5,6
9607,5,6
14499,8,8
26436,8,7
754,5,6
4938,8,8
31724,5,8
56326,5,6
5950,4,6
7837,8,8
25312,5,1
52649,8,8
23021,6,6
56321,6,8
22125,6,5
35021,2,2
17722,5,6
55706,6,7
5890,8,8
55140,6,7
58878,8,8
46494,1,2
51891,5,6
30814,3,1
38817,8,8
55057,3,6
16191,4,6
13032,8,8
5160,8,8
47199,7,7
15945,6,6
3635,7,7
43618,8,1
49643,8,8
35669,2,2
38554,1,2
40058,3,6
31538,8,8
28492,6,6
45732,5,6
55355,8,7
57589,3,6
1145,8,7
12896,1,1
18031,7,8
25227,1,1
57803,4,2
17862,8,8
8019,8,8
23395,7,7
31871,6,6
2526,7,8
55726,7,7
659,4,6
31194,7,7
50841,2,1
20868,4,5
16083,1,1
10076,5,5
11907,7,8
50535,1,1
5944,7,8
1694,5,7
47688,4,2
34711,7,7
58480,7,7
15241,8,8
20789,8,8
15131,8,8
26209,5,2
29715,7,7
56274,1,1
59034,8,1
15705,3,6
34517,7,6
22841,8,8
54380,8,8
17085,8,8
55607,8,8
44361,8,8
12421,8,8
36358,7,6
52991,7,7
7449,4,6
10714,5,6
31598,8,8
38810,8,8
17482,7,8
12941,2,3
25273,5,5
12160,8,8
29492,7,2
36905,8,8
56718,8,8
9846,7,8
12186,8,8
41621,6,7
17694,8,8
55022,3,2
7542,8,6
27180,8,8
7090,6,8
47601,1,1
23812,7,7
24251,6,5
9692,2,4
23319,3,1
42722,2,1
3380,8,8
19354,8,8
15100,1,1
44619,6,1
46945,3,2
57677,7,8
15036,8,6
3078,1,4
4410,6,6
14472,8,5
29694,6,8
16478,6,6
30008,8,8
31013,4,1
22635,8,8
41899,8,8
4786,5,5
57611,2,1
4432,8,8
20382,8,7
1083,1,2
15656,6,8
18078,5,7
50302,6,6
4947,7,8
52732,7,5
33324,1,2
48054,1,4
9878,1,2
37749,8,8
27746,8,8
10572,1,2
8569,6,7
49309,8,8
21258,4,8
57714,5,6
33850,7,6
3970,8,8
3543,8,8
46946,8,1
34714,7,2
55260,8,8
38748,5,5
28866,7,8
11522,3,5
40970,8,8
19453,7,7
54419,4,2
39732,8,8
18678,4,1
24724,5,5
46006,8,8
43204,8,8
42034,1,1
50705,5,5
20224,6,7
57984,8,8
58862,1,1
18122,7,7
42118,4,2
24774,3,1
38488,4,7
6834,8,8
23767,5,7
7701,6,5
615,6,7
52190,4,5
18825,8,8
13441,8,8
16760,6,7
17260,6,5
4463,7,8
43763,6,1
52285,5,6
55591,1,2
52773,5,2
36100,2,4
55239,3,1
16795,7,7
40944,5,7
3724,1,1
41151,7,7
34137,7,1
49807,5,6
25699,8,8
10536,8,2
10899,7,7
27880,8,7
51833,8,8
696,8,8
24741,1,1
43914,7,7
20806,3,5
41451,1,2
57825,6,7
46555,2,4
14311,8,8
4255,8,8
59106,4,5
22845,2,1
19434,3,1
30390,5,6
57221,8,8
23592,8,7
14488,1,1
3329,8,6
57717,3,2
12384,7,7
51262,7,5
39585,8,8
53314,8,8
58035,6,7
1598,6,6
7104,8,7
36017,3,2
23436,7,8
15225,8,8
35920,5,2
46256,7,8
34005,8,8
12886,7,1
53231,7,1
9046,2,5
33668,1,2
30855,1,2
34763,8,8
58759,2,6
21821,3,6
33961,1,2
5876,5,6
2245,8,8
43828,6,8
23661,6,8
33890,7,8
58853,1,5
50379,4,7
13094,5,6
51690,3,1
18588,7,8
45150,7,6
2476,8,8
52691,3,6
48772,8,8
1568,8,8
15454,1,2
24088,8,8
21180,7,8
36528,3,1
51747,3,5
1867,1,3
5530,7,8
54780,7,7
57922,4,5
19912,8,8
45617,8,8
24386,1,1
19084,8,8
54615,4,2
30245,5,7
6165,5,6
18172,3,4
42741,6,7
15186,1,3
56614,8,8
3176,8,8
46275,8,8
54890,5,8
43258,3,5
6525,2,2
34132,6,6
39250,6,7
15512,7,8
19422,7,8
19323,7,7
28606,6,1
52236,8,7
53134,3,5
39441,4,1
21866,2,3
20786,1,2
23960,1,2
555,6,6
49121,8,8
29571,6,7
35258,6,7
30658,7,8
19437,7,6
58224,6,8
45742,3,1
15237,7,7
9324,1,2
50784,5,7
3034,2,3
42060,8,8
12414,4,7
10633,5,6
32898,5,1
6735,6,7
53050,7,6
43518,2,6
48574,4,2
787,7,1
54361,8,8
9944,8,8
32991,8,8
19670,3,2
19252,8,8
11231,8,8
20556,3,6
44097,8,8
35708,7,8
42473,8,7
48406,8,7
2323,4,5
15638,8,8
25789,6,2
22776,8,8
44191,5,6
48136,1,1
46130,1,4
42174,1,1
26583,6,7
55289,8,7
35319,8,7
16793,5,7
27148,4,2
25412,4,1
16289,6,8
35343,5,2
24447,8,7
55310,8,8
31178,8,8
33083,7,6
32098,8,8
8585,7,8
20540,8,8
8966,8,7
20345,2,3
30987,1,1
58560,8,8
52521,7,8
21690,8,2
34623,4,6
39897,8,8
54466,8,8
7991,8,8
26871,6,7
25048,6,2
26308,3,2
38203,6,7
5340,5,6
15069,6,7
6518,4,6
37752,7,7
23084,5,1
46310,3,2
17400,8,8
19094,6,6
57356,1,2
10314,8,7
46999,8,8
23510,7,7
31877,1,3
55582,5,7
41961,6,6
11301,8,8
11026,6,5
2810,7,7
42474,5,3
32097,8,8
46461,8,8
13307,8,7
49288,5,6
40685,5,7
27463,8,8
14397,7,6
26116,8,8
55950,7,3
56260,2,6
46272,3,1
18889,6,6
33108,5,5
24819,8,8
38233,8,8
12008,5,7
34218,5,7
14726,5,6
2487,8,7
54720,8,8
32380,2,5
19692,7,2
28375,1,1
20768,8,8
20273,7,8
41369,7,6
28845,4,5
8972,6,6
33148,1,2
48505,3,2
38408,2,2
27959,5,8
3348,7,6
29196,7,6
6055,4,6
43030,8,8
14242,2,5
51267,8,4
43441,7,5
40782,1,2
18041,8,8
44901,8,8
29455,6,8
22101,8,8
6964,2,6
24861,1,5
27278,6,7
4265,5,1
13546,5,2
27420,2,6
8453,8,8
29698,8,1
54943,7,6
1237,1,5
27294,7,7
19227,7,8
9251,8,8
5812,3,2
31907,7,6
57902,6,7
27676,4,2
40416,1,2
2146,8,6
9422,8,8
34019,8,1
34910,8,7
3383,8,8
55206,2,1
1197,8,8
8959,2,2
51494,6,7
46762,4,5
31119,8,8
23750,8,6
57068,8,7
32493,5,2
38004,5,2
3276,8,8
2560,7,1
50239,7,5
40146,6,6
5822,8,8
23294,6,2
20384,5,2
52772,5,2
53501,8,7
47659,8,7
43707,3,6
14263,8,8
13435,7,6
59365,7,5
10891,8,8
52837,1,2
52037,8,8
9875,1,3
36874,4,5
43942,6,6
46142,6,8
48139,2,2
21898,6,7
13984,6,7
14546,1,3
51799,8,8
54933,8,8
52124,8,8
56534,7,8
33563,7,8
39348,7,8
39295,7,6
29120,1,2
9569,7,6
19863,8,8
6001,5,1
36855,5,6
376,3,6
16414,4,1
17130,3,5
9721,5,4
20948,4,5
25016,7,7
54915,5,6
50556,6,5
31945,8,8
7009,4,5
43725,4,1
44358,8,8
49232,2,1
45286,6,8
31867,5,8
28002,6,7
23026,8,8
46252,8,8
18950,1,1
179,8,8
31503,8,8
20247,8,8
22477,8,8
52754,8,8
39875,6,6
32831,1,4
55306,5,7
9163,1,2
11706,6,8
56978,5,2
56433,8,8
12618,8,8
30835,8,8
12781,8,8
23676,7,7
26666,2,5
32630,1,1
11194,6,6
33806,7,2
12114,8,8
30032,8,8
48914,8,8
1560,8,8
33079,7,8
45362,8,1
58964,8,8
16681,6,8
6126,7,8
2625,6,7
11236,8,8
29908,8,8
51263,8,8
18364,8,6
32674,8,8
43833,1,3
9722,8,8
3075,6,6
13927,6,7
19698,8,8
20279,6,6
19951,8,8
50084,5,1
27848,8,8
51079,7,6
3193,2,2
7643,8,6
21829,8,8
55257,1,1
39449,8,8
44909,7,8
48112,6,2
40049,4,6
46150,7,8
37505,3,5
39931,8,8
23030,7,2
41309,8,8
173,3,7
21407,6,6
2702,7,8
45465,8,7
17549,6,8
50485,4,6
16686,8,7
34991,8,8
7283,7,7
8755,8,8
58385,4,7
2654,7,8
9061,6,5
11077,2,4
58596,8,8
42812,8,8
58501,4,5
44789,1,2
49978,1,5
44525,5,7
35344,6,8
25297,2,1
40219,7,7
18965,6,7
9527,4,5
14166,1,2
18352,8,8
29079,1,1
3735,8,8
37172,7,8
40407,6,6
40916,8,8
24056,8,8
53938,8,1
14417,8,6
35462,6,8
44217,8,8
8348,1,1
38957,8,8
58996,5,2
35806,6,8
30945,8,8
52376,8,7
54009,1,2
10687,8,2
1678,1,6
47128,8,8
45483,5,7
56068,7,6
10959,7,6
37183,8,8
20681,6,5
53901,5,5
28107,1,4
25277,5,8
31842,8,8
49694,4,5
53696,8,8
32029,1,5
34718,6,7
21472,7,6
27687,8,8
49874,8,8
29846,8,6
44557,1,1
48196,8,8
51925,8,8
14837,2,4
1423,6,2
35231,8,8
31022,8,8
25855,8,8
24131,7,8
36526,1,3
15051,6,7
44257,8,8
27674,6,7
28291,7,1
13664,7,6
5757,6,2
30465,3,4
8206,6,6
32490,1,1
57567,5,5
2533,7,8
25506,8,8
20232,8,8
41731,7,8
12206,8,8
325,8,8
3664,8,6
33478,5,5
35276,7,8
40749,7,7
50585,7,8
15753,8,6
24722,7,8
28701,8,8
8110,5,5
54947,8,6
32011,6,2
49961,6,7
42128,6,2
53834,4,5
48347,7,5
31896,8,8
55222,6,6
28230,7,7
21622,8,8
18322,7,8
37205,6,6
38911,2,6
32349,5,7
36272,7,8
55083,7,8
56091,8,7
27056,2,2
3737,1,2
27498,1,2
10272,8,8
49488,8,8
15365,8,8
10749,4,1
354,6,7
38404,7,6
9125,8,8
54654,5,2
24121,4,6
38103,6,7
32537,5,5
46698,5,5
30180,6,2
10812,5,7
204,4,7
31402,6,2
56927,4,6
56281,6,8
16914,8,5
37421,6,6
19179,8,8
40269,4,7
27703,6,6
28313,8,7
27717,6,6
58580,8,8
4458,8,6
51522,8,8
41784,8,8
40004,2,2
19667,4,5
57370,2,6
2079,1,1
15341,1,1
11984,1,5
23595,4,6
8081,8,8
10300,8,2
17434,1,3
18250,7,7
24666,6,6
7978,8,8
43428,7,8
7406,1,1
9378,2,4
16568,5,6
49150,8,7
27713,3,5
8463,5,6
45461,6,2
33580,8,8
25054,7,8
11777,5,6
31031,4,6
50600,8,8
8955,5,5
50658,8,8
26873,1,5
53769,5,2
58341,2,5
4152,8,8
34066,6,7
45552,7,2
20710,5,8
44627,7,7
19427,6,7
4678,8,8
24037,6,2
29914,6,6
3585,7,8
57746,4,5
33161,1,5
23548,8,8
27239,7,8
33266,8,8
10816,8,7
43840,7,1
57110,3,4
14045,1,5
57112,8,6
58698,8,8
20743,2,5
41679,8,8
43549,3,5
54195,5,6
57968,6,8
15411,5,1
7791,4,6
5704,7,6
2284,3,5
44608,7,8
10406,7,6
28578,8,8
22028,3,2
455,8,8
7473,2,1
33309,8,8
9196,6,6
37188,8,8
20075,6,7
57190,6,5
27021,4,6
16801,5,2
15322,8,8
22914,8,8
22167,6,7
8353,6,8
579,6,2
40752,8,8
31792,8,8
35423,1,2
54796,8,8
56016,3,2
33923,8,8
24788,7,8
14892,8,8
34145,3,5
7212,7,7
8575,8,8
43079,8,8
50549,1,2
10491,7,6
24457,8,8
31516,6,5
49045,8,7
19825,6,7
29610,6,7
39584,5,1
2411,1,4
32024,8,8
25467,7,7
31846,1,2
44114,6,8
50965,6,6
35987,3,5
50878,1,2
24768,7,8
51456,8,7
15931,5,1
45838,8,8
